"","RID","gender","age","religious_identity","caste","educ_level","employment_status","annual_household_income","marital_status","party_support","should_women_run","registered_to_vote","pol_engagement","vote_2019_national","vote_2020_delhi","country_direction","modi_approval","lib_cons_scale","most_imp_issue","support_wrb","village_res","state_res","national_res","no_res","village_res_treat","state_res_treat","national_res_treat","sc_st_res_treat","village_res_control","state_res_control","national_res_control","sc_st_res_control","news_verification","woman_false_1","woman_false_2","woman_false_3","male_false_1","male_false_2","male_false_3","male_false_4","male_true_1","male_true_2","female_true_1","female_true_2","female_true_3","Treatment","Control","response_id","caste_bin","edu","employed","household_inc","marriage","vote_2019","vote_2020","political_engagement","ideology_scale","religion","wrb"
"673","R_233mVLMIBwGXI7n","0",30,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,3,4,4,4,3,3,3,4,4,4,1,NA,"5f7df89e-f301-85b7-5fae-da25fb9cb7b4","0","1","1",6,"1",1,1,1,7,"Hindu",1
"674","R_T7nXAZjHnxrXNMl","0",30,"Hindu","Forward castes","Graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Military tensions","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,3,4,4,4,NA,1,"5f7df9ab-9501-79c9-51eb-dd1e396d0a94","0","1","1",2,"1",1,1,1,1,"Hindu",1
"675","R_2cbwGU6sYsJItd8","0",30,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df7e2-7b96-12d4-deff-5a8e1d0d3217","0","1","1",7,"1",1,1,1,7,"Hindu",1
"676","R_NX590p7qwsGRib7","0",21,"Hindu","Other backward classes (OBCs)","Other","Student","₹2,50,001 - ₹5,00,000","Other","Indian National Congress (INC)",1,"No","Not at all engaged","No","No","Wrong track","Approve","Conservative","Military tensions","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,1,1,1,1,3,1,1,1,NA,"5f7df88e-76fd-d493-6680-f7e4669bd6a4","1",NA,"0",2,"0",0,0,0,2,"Hindu",1
"677","R_1igOrGyC6TqmPHm","1",45,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Gender discrimination","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df9d7-ace8-0979-98c2-80d722c4af81","1","1","1",5,"1",1,1,1,7,"Hindu",1
"678","R_tYaa2PrSZEWrMjf","0",40,"Hindu","Forward castes","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,4,4,3,3,3,4,3,3,3,4,3,1,NA,"5f7df8b9-c90d-90a6-5ab0-1224b44c5f09","0","1","1",5,"1",1,1,1,7,"Hindu",1
"679","R_2WNYDzpSaWWLIBF","1",39,"Hindu","Scheduled castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Economic downturn","No","","State","","","","","","","Yes","Yes","Yes","Yes","No",4,3,3,3,4,4,3,3,3,3,3,4,NA,1,"5f7df82b-2c04-d56a-d4cd-e44796395cd0","1","1","1",3,"1",1,1,1,4,"Hindu",0
"680","R_u8I9YQxwCLz0Ggp","1",38,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Slightly liberal","Caste discrimination","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","No",3,4,3,4,3,4,3,4,3,4,3,3,1,NA,"5f7df83b-9ffc-7f0d-2e2f-2ac5c22f34a6","0","1","1",3,"1",1,1,1,5,"Hindu",1
"681","R_2AZ0l6CTVPVFing","1",26,"Hindu","Scheduled castes","Non-technical diploma not equal to a degree","Employed","₹0 - ₹2,50,000","Never married","Bahujan Samaj Party (BSP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,2,1,2,2,3,3,2,2,2,2,3,NA,1,"5f7df9be-8e3a-a515-3bf3-218ccda3ec49","1","1","1",1,"0",1,1,1,4,"Hindu",1
"682","R_bJgrpF9AC5gfV8R","0",22,"Hindu","Forward castes","Higher secondary/Senior secondary","Employed","₹5,00,001 - ₹10,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Gender discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,1,1,1,1,1,1,1,1,NA,"5f7df3c1-4a88-a074-d81c-827315e800d9","0","0","1",3,"0",1,1,1,6,"Hindu",1
"683","R_6VGbaMtz99PohcR","0",25,"Muslim","Other backward classes (OBCs)","Higher secondary/Senior secondary","Employed","₹2,50,001 - ₹5,00,000","Never married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Gender discrimination","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",2,4,4,3,3,2,2,2,3,2,2,4,NA,1,"5f7df9ba-0e54-586d-a104-63eef74b5a5b","1","0","1",2,"0",1,1,1,4,"Muslim",1
"684","R_2feq9UTw5VIZWvM","1",38,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df8b4-054c-e0e1-9138-a8aa12671e69","1","1","1",5,"1",1,1,1,7,"Hindu",1
"685","R_27x4PWQbpfiaWQM","1",37,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Liberal","Economic downturn","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,2,1,2,2,2,1,3,2,1,4,1,1,NA,"5f7df3bb-a6e0-41d7-9546-96cc677c926d","0","1","1",3,"1",1,0,0.5,6,"Hindu",1
"686","R_3Ea8pvThuahLTZs","0",33,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df995-5c39-a797-7f04-dd19b36d3a19","1","1","1",7,"1",1,1,1,1,"Hindu",1
"687","R_1ODe804J3v3Ruo7","0",37,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Military tensions","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df904-6d97-9c9e-1546-b8c7a75c0ca3","1","1","1",8,"1",1,1,1,7,"Hindu",1
"688","R_8f6KV1bbZoNmY1z","1",38,"Muslim","Forward castes","Doctorate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Gender discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,4,3,3,3,2,2,3,3,2,3,4,1,NA,"5f7dfa27-214f-a4a8-0c7e-834b02ad9d1a","0","1","1",4,"1",1,1,1,4,"Muslim",1
"689","R_3strvFcIeqRYyYJ","0",28,"Hindu","Scheduled castes","Middle","Student","₹0 - ₹2,50,000","Currently married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Disapprove","Liberal","Caste discrimination","Yes","Village","State","National","None","Yes","Yes","Yes","Yes","","","","","Yes",3,2,2,4,2,4,1,3,3,3,4,2,1,NA,"5f7df76d-4216-5f0e-96cd-0b5d69284609","1","0","0",1,"1",1,1,1,6,"Hindu",1
"690","R_1q8SetUYGr5bCei","0",33,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df676-6b47-7d36-d8ba-0572b5697dce","1","1","1",7,"1",1,1,1,1,"Hindu",1
"691","R_1DoSnt8rvHZMk2G","0",24,"Hindu","Scheduled castes","Graduate","Student","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Economic downturn","No","Village","","","","Yes","No","No","No","","","","","Yes",1,4,3,2,3,3,2,3,3,3,3,2,1,NA,"5f7df979-b9d1-c888-7370-c786fe3a0b6d","1","1","0",1,"0",1,1,1,5,"Hindu",0
"692","R_3EoupwvUdgRXP4C","1",28,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,3,2,3,1,1,1,1,2,3,1,NA,1,"5f7df498-3dd3-39c4-4e6b-5cd405b5dbee","1","1","1",4,"1",1,1,1,2,"Hindu",1
"693","R_sRtwV6DlXTzFo3f","0",33,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df9f6-9173-ea36-54f5-b4b3bc719c35","0","1","1",7,"1",1,1,1,7,"Hindu",1
"694","R_2SuzzQXSfPC0AxH","0",36,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7dfb39-585d-d322-7141-c25298621127","0","1","1",8,"1",1,1,1,7,"Hindu",1
"695","R_3eaccqk58dVZPze","0",27,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Right direction","Approve","Moderate; middle of the road","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Maybe","Yes",1,3,2,1,3,2,3,2,4,2,3,2,NA,1,"5f7df5b4-90e8-e29b-accd-c63cab150db7","0","1","1",4,"0",1,0,0.5,4,"Hindu",1
"696","R_3erZQBy6PzciSO6","0",40,"Hindu","Forward castes","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,4,3,4,4,3,4,4,3,3,NA,1,"5f7dfb53-18f0-92af-ac7d-9f84caa68cbe","0","1","1",5,"1",1,1,1,7,"Hindu",1
"697","R_b2YBijbWPsNrfvX","0",21,"Hindu","Scheduled castes","Middle","Self-employed/freelance","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"No","Extremely engaged","Yes","Yes","Wrong track","Approve","Slightly liberal","Gender discrimination","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",4,2,3,3,4,3,3,4,4,4,3,3,1,NA,"5f7dfb7b-06c7-23e4-5ec0-ca74f72bc821","1","0","1",1,"0",1,1,1,5,"Hindu",1
"698","R_2s6ymYCGbrQGlB0","1",39,"Muslim","Forward castes","Post-graduate","Self-employed/freelance","₹30,00,001 - ₹40,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",2,3,2,4,4,2,2,3,3,2,3,3,NA,1,"5f7df761-91fa-a91b-e664-e338fb484301","0","1","1",6,"1",1,1,1,7,"Muslim",1
"699","R_1gvaEALzMeqicYq","1",35,"Hindu","Forward castes","Graduate","Homemaker","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,1,2,1,2,1,1,2,2,1,2,2,NA,1,"5f7dfb47-2746-7660-8413-624a6abb4619","0","1","1",5,"1",1,1,1,5,"Hindu",1
"700","R_CkmHvgZPYNSBsL7","0",42,"Muslim","Forward castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df61f-7001-8cdb-172c-3893474e7143","0","1","1",7,"1",1,1,1,7,"Muslim",1
"701","R_2Ufrxuh2SxjFOtO","0",22,"Hindu","Other backward classes (OBCs)","Graduate","Self-employed/freelance","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,2,3,4,3,4,4,4,3,NA,1,"5f7dfbe3-7168-970d-6562-3e93072b144a","1","1","1",1,"0",1,1,1,7,"Hindu",1
"702","R_2Eh60ObTRqhk031","1",25,"Hindu","Other backward classes (OBCs)","Graduate","Student","More than ₹50,00,000","Widowed","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Conservative","Caste discrimination","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,4,4,4,4,4,4,3,3,4,1,NA,"5f7dfab1-afc6-3777-dd23-ea4fac37e2e7","1","1","0",8,"0",1,1,1,2,"Hindu",1
"703","R_1Qt5QZa6vFX9IEO","0",24,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","No","No","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","","State","","","No","No","No","","","","","","Yes",2,3,2,3,2,3,3,2,1,2,3,3,1,NA,"5f7df9c5-dfa5-6687-bb41-147283dc7689","1","1","1",2,"0",0,0,0,4,"Hindu",1
"704","R_1InMWsQmB7wOPN7","0",40,"Hindu","Forward castes","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,3,3,3,3,4,3,4,3,4,3,3,NA,1,"5f7dfbe5-d2a7-5592-ec03-3381a3ba1204","0","1","1",5,"1",1,1,1,7,"Hindu",1
"705","R_0VziUTiLWrBBZnz","0",35,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Gender discrimination","Yes","","State","","","","","","","No","Yes","Yes","Yes","Yes",3,3,3,4,4,4,4,4,4,3,4,4,NA,1,"5f7dfad3-5fa9-a1e7-826a-5bb372a54dc5","1","1","1",4,"0",1,1,1,7,"Hindu",1
"706","R_2f82W7kbaO3yWjf","0",33,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Conservative","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7dfb5f-6af9-4f0b-9375-613e7cb9829b","1","1","1",7,"1",1,1,1,2,"Hindu",1
"707","R_2qfIxZcb74zY0ZD","0",24,"Hindu","Other backward classes (OBCs)","Post-graduate","Self-employed/freelance","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",4,2,4,2,4,4,4,2,4,4,2,4,1,NA,"5f7dfc96-b990-c18f-bc3a-04de4d981da5","1","1","1",4,"0",1,0,0.5,1,"Hindu",1
"708","R_3elT7fdwNMm7nwm","0",44,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Military tensions","Yes","Village","","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7dfbe7-f0d5-2b19-49a2-80ec7b54a23a","0","1","1",3,"1",1,1,1,1,"Hindu",1
"709","R_3kBN4XCTg5Kb0QT","0",25,"Hindu","Forward castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,4,4,3,1,3,2,3,1,4,4,3,1,NA,"5f7dfd86-cc50-913b-0af3-8b2c29dbbd04","0","1","1",7,"1",1,1,1,7,"Hindu",1
"710","R_1Kx1YyJHuZza5is","1",26,"Jain","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,2,3,4,2,2,2,3,2,NA,1,"5f7dfc91-f28f-c0f5-cc8e-8b7475f62bf1","0","1","1",4,"0",1,1,1,7,"Other",1
"711","R_3CNvdzDxOkBJ6s8","1",22,"Hindu","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,1,2,1,3,3,2,2,1,1,3,4,1,NA,"5f7dfd61-e45d-6ef5-81b8-b579e0683d49","1","1","1",3,"0",1,1,1,7,"Hindu",1
"712","R_AzGFamhKnG1ZSsF","0",40,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","No","No","Right direction","Approve","Slightly liberal","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,4,4,1,1,1,4,4,4,2,4,1,NA,"5f7dfbc3-f64d-2b7b-1049-37b0b6472494","1","1","1",8,"1",0,0,0,5,"Hindu",1
"713","R_3hnFxHlgrSqrNT6","0",23,"Hindu","Other backward classes (OBCs)","Higher secondary/Senior secondary","Employed","₹2,50,001 - ₹5,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,4,4,4,1,4,4,4,1,4,4,4,1,NA,"5f7dfa65-8256-cb11-e280-6687b9d054f1","1","0","1",2,"0",1,1,1,7,"Hindu",1
"714","R_3dYSH729tfQAXuE","0",22,"Hindu","Other backward classes (OBCs)","Graduate","Student","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"No","Somewhat engaged","No","No","Right direction","Approve","Haven't thought much about this","Economic downturn","Maybe","","State","","","Yes","Yes","No","Maybe","","","","","Yes",4,2,2,4,2,4,3,4,1,3,4,4,1,NA,"5f7dfcd0-3620-3038-892f-c5015586adbc","1","1","0",2,"0",0,0,0,NA,"Hindu",0
"715","R_2fBvMcmpMYRstof","0",25,"Hindu","Forward castes","Middle","Self-employed/freelance","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Wrong track","Approve","Conservative","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,3,2,3,3,2,2,2,3,2,1,NA,"5f7dfd8c-4240-effb-6e8c-860e08c4b5c7","0","0","1",1,"0",1,0,0.5,2,"Hindu",1
"716","R_2bPH2oBHMI2rUn1","1",35,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,3,4,4,4,4,4,4,3,3,4,NA,1,"5f7dfd49-e324-2f5e-a1f3-3849a57d7b12","1","1","1",5,"1",1,1,1,7,"Hindu",1
"717","R_1dyisykJeEw3hVs","0",40,"Hindu","Forward castes","Post-graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,3,4,3,3,4,3,3,4,NA,1,"5f7df3c5-a167-3783-4970-0ebae8ccbe78","0","1","1",5,"1",1,1,1,7,"Hindu",1
